,Title,Brand,Model,Category,Price,Tax/Vat Status,Year,Overall Lengrh,Beam,Draft,Displacement,Location,Country,Insert Date,Engine,Engine Hours,Fuel,Fuel Capacity,Number of Cabins,Number of Berths,Passenger Capacity,Website,Link,Unique Id
719,Princess 61,Princess,61,Power Boat,399000,Paid / Included,2004,18.77,4.88,Not Given,Not Given,Tribunj,Croatia,1/1/2000,2 x volvo penta d12/700 (2 x 700hp),Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1938576/,1938576
720,Sealine Sealine T 60,Sealine,Sealine T 60,Power Boat,385000,Paid / Included,2005,17.47,4.87,0.9,25000,Croazia,Croatia,1/1/2000,2 x Caterpillar 3406 DITA,1350,Diesel,3140,3,6,16,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1936739/,1936739
721,Princess V58,Princess,V58,Power Boat,495000,Paid / Included,2007,17.67,0.1,4.59,Not Given,Split,Croatia,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1935808/,1935808
722,Sunseeker Manhattan 52,Sunseeker,Manhattan 52,Power Boat,475000,Paid / Included,2009,17.6,4.61,1.23,Not Given,Split,Croatia,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1933442/,1933442
723,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Croatia,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1933153/,1933153
724,Aicon 56 Fly,Aicon,56 Fly,Power Boat,295000,Paid / Included,2006,17.4,4.8,1.4,31540,Croatia,Croatia,1/1/2000,2 x Caterpillar C15,640,Diesel,2800,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1932988/,1932988
725,Sunseeker Manhattan 52,Sunseeker,Manhattan 52,Power Boat,475000,Paid / Included,2009,17.02,4.61,1.23,24800,Mid Adriatic,Croatia,1/1/2000,2 x Volvo Penta D12-800,Not Given,Not Given,2140,3,6,10,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1932674/,1932674
726,Baglietto Baglietto 20 M,Baglietto,Baglietto 20 M,Power Boat,299000,Paid / Included,1973,20.1,5.0,1.3,Not Given,Croazia,Croatia,1/1/2000,2 x General Motors (G.M.) 12V,30,Diesel,6000,3,6,20,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1926536/,1926536
727,Cantieri Di Baia Baia 54 Aqua Ht,Cantieri,Di Baia Baia 54 Aqua Ht,Power Boat,295000,Paid / Included,2004,17.0,4.75,0.94,20000,Croazia,Croatia,1/1/2000,2 x Man 8V,420,Diesel,2500,3,6,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1926503/,1926503
728,Azimut Yachts 55,Azimut,Yachts 55,Power Boat,370000,Not Given,2006,17.48,4.8,1.35,24,Centro adriatico,Croatia,1/1/2000,Caterpillar  C12,540,Diesel,2400,3,3,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1917702/,1917702
729,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Croatia,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1917701/,1917701
730,Pershing 54,Pershing,54,Power Boat,275000,Paid / Included,2000,17.73,4.7,1.25,29500,Mare Adriatico,Croatia,1/1/2000,Man  Engine,730,Diesel,2850,3,3,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1917700/,1917700
731,Azimut Yachts 62S,Azimut,Yachts 62S,Power Boat,440000,Not Given,2007,19.06,4.9,1.53,30,Centro adriatico,Croatia,1/1/2000,Cat  C18,680,Diesel,2700,2,2,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1917692/,1917692
732,Sunseeker Manhattan 52,Sunseeker,Manhattan 52,Power Boat,450000,Paid / Included,2008,17.6,4.62,1.4,24800,Croatia,Croatia,1/1/2000,2 x Volvo Penta,850,Diesel,2120,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1912172/,1912172
733,Beneteau Swift Trawler 52,Beneteau,Swift Trawler 52,Power Boat,340000,Not Paid / Excluded,2011,17.0,4.9,Not Given,26760,Split,Croatia,1/1/2000,"2 x Volvo Penta  D-9, total 846 KW",1400,Diesel,4000,4,9,6,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1903745/,1903745
734,Jaguar 72 Ht,Jaguar,72 Ht,Power Boat,450000,Not Paid / Excluded,2010,22.0,5.45,1.2,Not Given,North,Croatia,1/1/2000,None,300,Not Given,Not Given,Not Given,4,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1907087/,1907087
735,Cayman 62,Cayman,62,Power Boat,450000,Paid / Included,2007,19.6,05.07,1.35,33000,Croatia,Croatia,1/1/2000,2 x MAN V10,780,Diesel,3200,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1904796/,1904796
736,Princess  Ht V58,Princess,Ht V58,Power Boat,463000,Paid / Included,2007,18.19,4.6,1.13,23500,Dalmatia,Croatia,1/1/2000,2x 636 kW SHAFT,370,Diesel,2590,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1904689/,1904689
737,Sunseeker Manhattan 52,Sunseeker,Manhattan 52,Power Boat,400000,Paid / Included,2008,17.02,4.61,1.23,24800,Croatia,Croatia,1/1/2000,2 x Volvo Penta D12-800,850,Diesel,2140,3,6,10,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1904581/,1904581
738,Dalla Pieta  65 Fly,Dalla,Pieta 65 Fly,Power Boat,390000,Paid / Included,2000,20.4,5.7,1.2,45000,Dalmatia,Croatia,1/1/2000,2x 956 kW SHAFT,1490,Diesel,5000,4,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1900520/,1900520
739,Innovazione E Progetti Alena 58 Sport Fly,Innovazione,E Progetti Alena 58 Sport Fly,Power Boat,432000,Not Given,2019,17.68,4.57,Not Given,Not Given,Dalmatia,Croatia,1/1/2000,None,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1899360/,1899360
740,Carver 560 Voyager,Carver,560 Voyager,Power Boat,349000,Not Paid / Excluded,2004,17.1,4.6,1.43,Not Given,TBC,Croatia,1/1/2000,2 x Volvo D12,Not Given,Diesel,3028,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1895790/,1895790
741,Carver 560 Voyager,Carver,560 Voyager,Power Boat,349000,Not Paid / Excluded,2004,17.1,4.6,1.43,Not Given,Korchula,Croatia,1/1/2000,2 x 503 hp Volvo D12 (shaft),Not Given,Diesel,3028,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1895546/,1895546
742,Azimut 74 Solar,Azimut,74 Solar,Power Boat,450000,Paid / Included,2002,22.45,5.51,1.8,53300,Trogir,Croatia,1/1/2000,"Twin MTU 183 TE94 12V engines, each 1300 hp",1400,Diesel,4995,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1893019/,1893019
743,Azimut 74 Solar,Azimut,74 Solar,Power Boat,485000,Paid / Included,2003,23.0,5.56,1.63,51890,Split,Croatia,1/1/2000,2 x MTU 1200 LE,1410,Diesel,4996,4,9,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1892964/,1892964
744,Aicon Yachts 56 Fly,Aicon,Yachts 56 Fly,Power Boat,470000,Paid / Included,2001,17.07,4.88,Not Given,Not Given,upon request,Croatia,1/1/2000,None,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1892953/,1892953
745,Sunseeker Manhattan 64,Sunseeker,Manhattan 64,Power Boat,395000,Not Paid / Excluded,2000,21.0,5.2,1.32,Not Given,Trogir,Croatia,1/1/2000,None,2500,Not Given,Not Given,Not Given,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1890294/,1890294
746,Maiora  20 Fly,Maiora,20 Fly,Power Boat,470000,Paid / Included,2000,21.0,5.55,1.7,59000,Kvarner,Croatia,1/1/2000,2x 1690 kW SHAFT,Not Given,Diesel,4000,4,7,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1889316/,1889316
747,Ferretti Yachts Ferretti 57,Ferretti,Yachts Ferretti 57,Power Boat,350000,Paid / Included,2002,17.75,4.93,1.6,28900,Hrvatska,Croatia,1/1/2000,2 x MAN,1650,Diesel,3400,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1889144/,1889144
748,Fairline Targa 62,Fairline,Targa 62,Power Boat,440000,Not Paid / Excluded,2006,18.88,4.76,Not Given,Not Given,Murter,Croatia,1/1/2000,MAN  1100,1750,Diesel,2950,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1888596/,1888596
749,Princess V65,Princess,V65,Power Boat,388000,Paid / Included,2004,19.81,Not Given,Not Given,Not Given,Betina,Croatia,1/1/2000,None,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1888595/,1888595
750,Yaretti  2210 Vision,Yaretti,2210 Vision,Power Boat,419000,Paid / Included,2006,20.5,5.18,1.2,50000,Istra,Croatia,1/1/2000,2x 735 kW SHAFT,370,Diesel,3000,4,7,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1888226/,1888226
751,Princess V65,Princess,V65,Power Boat,335000,Paid / Included,2005,20.33,05.08,1.35,58000,Adria Nord,Croatia,1/1/2000,2 x MAN V12-1300,Not Given,Diesel,3800,3,6,6,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1885419/,1885419
752,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Croatia,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1870796/,1870796
753,Azimut 62S,Azimut,62S,Power Boat,425000,Paid / Included,2006,18.9,Not Given,Not Given,Not Given,At Request,Croatia,1/1/2000,MAN 1015,600,Diesel,Not Given,2,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1866814/,1866814
754,Princess 62 Fly,Princess,62 Fly,Power Boat,499000,Not Paid / Excluded,2008,19.3,05.03,Not Given,Not Given,Split,Croatia,1/1/2000,Caterpillar  C18,2500,Diesel,2839,4,7,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1859724/,1859724
755,Azimut 55 Fly,Azimut,55 Fly,Power Boat,400000,Paid / Included,2005,17.51,4.75,1.6,26000,Croatia,Croatia,1/1/2000,2 x Caterpillar,Not Given,Diesel,2520,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1857694/,1857694
756,Sealine T60 (2006) 2X Cat Lp Kroatien /,Sealine,T60 (2006) 2X Cat Lp Kroatien /,Power Boat,420000,Paid / Included,2006,18.67,4.87,1.27,Not Given,AUF ANFRAGE / ON REQUEST / ADRIA,Croatia,1/1/2000,2 x CATERPILLAR,1080,Diesel,3140,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1852689/,1852689
757,Azimut  55 Evolution,Azimut,55 Evolution,Power Boat,379000,Paid / Included,2005,17.5,4.75,1.23,23000,Dalmatia,Croatia,1/1/2000,2x 525 kW SHAFT,490,Diesel,2520,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1849663/,1849663
758,Sunseeker Manhattan 60,Sunseeker,Manhattan 60,Power Boat,460000,Not Paid / Excluded,2008,19.61,05.03,1.5,Not Given,Lav,Croatia,1/1/2000,2 x MAN 2 x MAN,Not Given,Diesel,3000,3,4,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1846965/,1846965
759,Hershine Pilothouse Trawler 57,Hershine,Pilothouse Trawler 57,Power Boat,489000,Paid / Included,2004,18.06,4.91,1.3,32000,Contact De Valk Sneek,Croatia,1/1/2000,2 x Caterpilar,1200,Diesel,Not Given,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1844999/,1844999
760,Dalla Pietà Dp 58 Hard Top,Dalla,Pietà Dp 58 Hard Top,Power Boat,420000,Paid / Included,2006,17.84,5.0,1.18,30340,Croazia,Croatia,1/1/2000,2 x Man Engine,600,Not Given,2585,4,8,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1844005/,1844005
761,Dalla Pietà 59,Dalla,Pietà 59,Power Boat,349000,Not Paid / Excluded,2007,18.51,4.94,1.41,Not Given,Split,Croatia,1/1/2000,Man  V8,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1842417/,1842417
762,Cayman  Cayman 62,Cayman,Cayman 62,Power Boat,430000,Not Given,2007,19.3,5.1,1.35,33,Croatia,Croatia,1/1/2000,2 x MAN V10,780,Diesel,3200,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1831634/,1831634
763,Azimut 62 Fly,Azimut,62 Fly,Power Boat,479000,Paid / Included,2005,19.0,5.0,1.4,Not Given,Sibenik,Croatia,1/1/2000,2x Caterpillar 1015 HP,Not Given,Not Given,3740,4,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1831062/,1831062
764,Azimut 55,Azimut,55,Power Boat,480000,Paid / Included,2009,17.0,4.75,Not Given,Not Given,Croatia,Croatia,1/1/2000,"2x Caterpillar, 2x710",Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1829488/,1829488
765,Princess V58,Princess,V58,Power Boat,410000,Paid / Included,2007,17.67,4.59,1.13,25000,Croatia,Croatia,1/1/2000,2 x MAN,819,Diesel,2500,2,4,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1825953/,1825953
766,Sunseeker Predator 52,Sunseeker,Predator 52,Power Boat,440000,Paid / Included,2009,17.6,4.62,1.27,23900,Rijeka,Croatia,1/1/2000,2 x MAN 2 x  CRM,Not Given,Diesel,2200,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1821728/,1821728
767,Princess  57 Fly,Princess,57 Fly,Power Boat,439000,Paid / Included,2006,17.3,4.79,1.25,29500,Dalmatia,Croatia,1/1/2000,2x 569 kW SHAFT,1090,Diesel,2800,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1816469/,1816469
768,Princess 57,Princess,57,Power Boat,425000,Paid / Included,2006,17.3,4.79,Not Given,29400,Marina,Croatia,1/1/2000,Two Volvo D12  2 x 800 hp,1035,Diesel,2820,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1815725/,1815725
769,Cayman Yachts 54 Tec,Cayman,Yachts 54 Tec,Power Boat,279000,Not Paid / Excluded,2007,17.0,4.65,1.2,Not Given,Split,Croatia,1/1/2000,Volvo Penta  IPS 600,560,Diesel,2200,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1810429/,1810429
770,Azimut 62 Fly,Azimut,62 Fly,Power Boat,475000,Paid / Included,2006,19.2,05.05,1.5,29390,Croatia,Croatia,1/1/2000,2 x Caterpillar C18,800,Diesel,3000,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1804183/,1804183
771,Aicon 54 Fly,Aicon,54 Fly,Power Boat,295000,Paid / Included,2004,17.4,4.8,1.4,Not Given,Croatia,Croatia,1/1/2000,2 x Caterpillar,350,Diesel,2670,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1801593/,1801593
772,Fipa Maiora 20,Fipa,Maiora 20,Power Boat,450000,Paid / Included,2000,20.8,5.53,1.6,59000,Croatia,Croatia,1/1/2000,2 x MTU,2149,Diesel,7000,3,6,6,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1796310/,1796310
773,Sunseeker Predator 52,Sunseeker,Predator 52,Power Boat,399000,Not Paid / Excluded,2008,17.6,4.42,Not Given,Not Given,Rijeka,Croatia,1/1/2000,None,500,Diesel,2138,3,4,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1787928/,1787928
774,Dalla Pieta Dalla Pieta 68 Fly,Dalla,Pieta Dalla Pieta 68 Fly,Power Boat,490000,Paid / Included,2001,21.09,5.7,1.75,54860,Hrvatska,Croatia,1/1/2000,2 x MAN,800,Diesel,6000,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1761822/,1761822
775,Aicon Yachts 56 Fly,Aicon,Yachts 56 Fly,Power Boat,267500,Paid / Included,2005,17.07,4.88,Not Given,Not Given,upon request,Croatia,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1759885/,1759885
776,Fairline Squadron 58,Fairline,Squadron 58,Power Boat,324000,Paid / Included,1995,17.98,5.79,Not Given,Not Given,Dalmatia,Croatia,1/1/2000,None,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1754641/,1754641
777,Dominator 64,Dominator,64,Power Boat,499000,Paid / Included,2006,19.51,5.18,1.3,Not Given,Croatia,Croatia,1/1/2000,2 x MAN,1700,Diesel,4900,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1741141/,1741141
778,Azimut 62S,Azimut,62S,Power Boat,429000,Paid / Included,2006,18.29,4.88,Not Given,Not Given,Kampor,Croatia,1/1/2000,2 x Caterpillar C18,Not Given,Diesel,2700,3,5,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1739663/,1739663
779,Sunseeker Predator 52,Sunseeker,Predator 52,Power Boat,399000,Not Paid / Excluded,2008,17.02,4.63,1.26,Not Given,Croatia,Croatia,1/1/2000,2 x MAN,400,Diesel,2140,2,4,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1713204/,1713204
780,Princess V58,Princess,V58,Power Boat,489000,Paid / Included,2007,18.19,4.62,Not Given,Not Given,Dalmatia,Croatia,1/1/2000,None,Not Given,Not Given,Not Given,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1702452/,1702452
781,Fipa Italiana Yachts Maiora 20 Sale Pending,Fipa,Italiana Yachts Maiora 20 Sale Pending,Power Boat,498000,Paid / Included,2000,20.8,5.53,1.6,58610,Kvarner Gulf,Croatia,1/1/2000,2 x M.T.U M.T.U,2067,Not Given,7000,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1677470/,1677470
782,Azimut Yachts 58,Azimut,Yachts 58,Power Boat,280000,Paid / Included,1998,17.68,4.88,Not Given,Not Given,upon request,Croatia,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1661021/,1661021
783,Fairline Targa 62,Fairline,Targa 62,Power Boat,440000,Not Paid / Excluded,2006,18.88,4.76,Not Given,Not Given,Murter,Croatia,1/1/2000,MAN  1100,1750,Diesel,2950,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1632502/,1632502
784,Azimut (It) Azimut 62 S,Azimut,(It) Azimut 62 S,Power Boat,499000,Paid / Included,2006,18.4,4.9,1.53,Not Given,Informationen BCM-Yachtsales,Croatia,1/1/2000,2 x Caterpiller C18,480,Not Given,2700,3,4,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1619764/,1619764
785,Princess 66,Princess,66,Power Boat,259000,Paid / Included,1996,19.45,5.23,1.65,35000,Croatia,Croatia,1/1/2000,2 x MAN,600,Diesel,4500,4,8,8,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1613264/,1613264
786,Azimut 62S,Azimut,62S,Power Boat,429000,Paid / Included,2006,18.4,4.9,1.53,Not Given,Rab Island,Croatia,1/1/2000,2 x 1050 hp Caterpiller C18,494,Diesel,2700,2,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1612398/,1612398
787,Azimut Yachts 62S,Azimut,Yachts 62S,Power Boat,430000,Not Given,2006,18.41,4.9,Not Given,Not Given,Croatia,Croatia,1/1/2000,None,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1598076/,1598076
788,Azimut 62S,Azimut,62S,Power Boat,475000,Paid / Included,2007,19.06,4.9,1.48,Not Given,Croatia,Croatia,1/1/2000,2 x Caterpillar,418,Diesel,2700,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1590045/,1590045
789,Dalla Pietà 59,Dalla,Pietà 59,Power Boat,399000,Paid / Included,2006,18.87,4.9,1.4,30000,Croatia,Croatia,1/1/2000,2 x MAN,1600,Diesel,2700,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1590044/,1590044
790,Fairline Targa 62,Fairline,Targa 62,Power Boat,330000,Not Paid / Excluded,2006,18.88,4.75,1.35,23700,Croatia,Croatia,1/1/2000,2 x MAN CRM,1700,Diesel,2950,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1590023/,1590023
791,Sunseeker Predator 52,Sunseeker,Predator 52,Power Boat,465000,Paid / Included,2009,17.02,4.63,1.2,27000,Croatia,Croatia,1/1/2000,2 x MAN,600,Diesel,2140,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1589985/,1589985
792,Dalla Pieta  59,Dalla,Pieta 59,Power Boat,399000,Paid / Included,2006,18.8,4.87,1.4,30000,Istra,Croatia,1/1/2000,2x 661 kW SHAFT,1670,Diesel,2700,4,7,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1562516/,1562516
793,Princess 62,Princess,62,Power Boat,499000,Not Paid / Excluded,2008,19.3,05.03,1.45,31000,Split,Croatia,1/1/2000,Caterpillar  C18,2500,Diesel,3410,4,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1475687/,1475687
794,Werfat Vogel Motor Yacht,Werfat,Vogel Motor Yacht,Power Boat,390000,Not Paid / Excluded,1966,17.68,4.36,2.0,Not Given,Split,Croatia,1/1/2000,DEUTZ  SF 6M716,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1467952/,1467952
795,Fairline Squadron 65,Fairline,Squadron 65,Power Boat,315000,Not Given,1997,19.81,5.23,Not Given,Not Given,Split,Croatia,1/1/2000,MAN  1000 Hp Diesel,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1467868/,1467868
796,Innovazione E Progetti Alena 56,Innovazione,E Progetti Alena 56,Power Boat,280000,Paid / Included,2007,17.68,4.65,1.3,23000,Novigrad,Croatia,1/1/2000,Volvo Penta  D9,965,Diesel,1800,4,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1363452/,1363452
797,Fairline Targa 62 Gt,Fairline,Targa 62 Gt,Power Boat,440000,Not Paid / Excluded,2006,18.88,4.75,1.37,Not Given,On request,Croatia,1/1/2000,2 x MAN 1100 CRM,Not Given,Diesel,1475,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1339598/,1339598
798,Dominator  65 Classic Line,Dominator,65 Classic Line,Power Boat,475000,Paid / Included,2002,20.3,5.5,1.35,38000,Dalmatia,Croatia,1/1/2000,2x 772 kW SHAFT,Not Given,Diesel,5000,4,7,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1193196/,1193196
799,Ferretti Yachts Ferretti 550,Ferretti,Yachts Ferretti 550,Power Boat,400000,Paid / Included,2005,17.37,4.93,1.5,24000,Hrvatska,Croatia,1/1/2000,2 x MAN CR,900,Diesel,3100,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1097478/,1097478
800,Fairline Squadron 65,Fairline,Squadron 65,Power Boat,319000,Not Paid / Excluded,1997,19.46,Not Given,Not Given,Not Given,Croatia,Croatia,1/1/2000,None,1800,Diesel,3500,4,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/982799/,982799
801,Sunseeker Manhattan 64,Sunseeker,Manhattan 64,Power Boat,450000,Not Given,1999,19.9,5.2,Not Given,Not Given,Croatia,Croatia,1/1/2000,2 x MAN,2000,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/79015/,79015
802,Astondoa 72 Milenium,Astondoa,72 Milenium,Power Boat,454440,Paid / Included,2000,21.8,5.45,Not Given,48000,Mallorca,Spain,1/1/2000,MAN D2842LE406,1390,Diesel,5000,4,8,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1967375/,1967375
803,Princess 20M,Princess,20M,Power Boat,383333,Paid / Included,2000,21.64,5.18,Not Given,315000,Alcudia,Spain,1/1/2000,2 x MAN,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1965297/,1965297
804,Ferretti 210 Fly,Ferretti,210 Fly,Power Boat,474636,Paid / Included,1997,22.0,5.5,1.5,56000,Spain,Spain,1/1/2000,Caterpillar,Not Given,Diesel,5000,4,Not Given,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1960842/,1960842
805,Princess V58,Princess,V58,Power Boat,328206,Paid / Included,2003,18.42,4.65,1.27,20500,Spain,Spain,1/1/2000,MAN,Not Given,Diesel,2591,3,Not Given,10,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1960143/,1960143
806,Astondoa 72 Glx,Astondoa,72 Glx,Power Boat,449390,Paid / Included,1999,21.86,5.45,1.5,Not Given,Spain,Spain,1/1/2000,2 x MAN,1380,Not Given,5390,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1956129/,1956129
807,Princess 20M,Princess,20M,Power Boat,454440,Paid / Included,1998,21.76,5.25,1.65,36000,Alicante,Spain,1/1/2000,2x 1000cv MAN,1478,Diesel,4500,4,9,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1955291/,1955291
808,Elegance Elegance 62,Elegance,Elegance 62,Power Boat,402936,Paid / Included,2003,19.2,5.6,1.65,Not Given,Deutschland,Spain,1/1/2000,2 x man,Not Given,Diesel,Not Given,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1952824/,1952824
