,Title,Brand,Model,Category,Price,Tax/Vat Status,Year,Overall Lengrh,Beam,Draft,Displacement,Location,Country,Insert Date,Engine,Engine Hours,Fuel,Fuel Capacity,Number of Cabins,Number of Berths,Passenger Capacity,Website,Link,Unique Id
597,Cantieri Di Pisa Akhir 20,Cantieri,Di Pisa Akhir 20,Power Boat,300000,Not Given,1993,20.0,5.8,2.1,Not Given,Greece,Greece,1/1/2000,2 x MAN,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/79028/,79028
598,Dellapasqua Dc 18 Fly,Dellapasqua,Dc 18 Fly,Power Boat,380000,Paid / Included,2008,18.0,4.95,1.2,31000,Mar Tirreno,Italy,1/1/2000,2 x Caterpillar C18,600,Diesel,3000,4,6,20,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1966717/,1966717
599,Sunseeker Manhattan 53,Sunseeker,Manhattan 53,Power Boat,495000,Paid / Included,2013,18.34,4.7,1.27,Not Given,Napels,Italy,1/1/2000,2 x MAN R6-800,Not Given,Diesel,2196,3,10,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1965409/,1965409
600,Rizzardi Rizzardi Cr 63 Top Line,Rizzardi,Rizzardi Cr 63 Top Line,Power Boat,360000,Not Given,2005,19.1,4.7,1.4,Not Given,Friuli-Venezia Giulia,Italy,1/1/2000,2 x 2005,1516,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1963694/,1963694
601,Sunseeker Predator 75,Sunseeker,Predator 75,Power Boat,499000,Paid / Included,2000,22.1,5.44,0.94,34020,Adria,Italy,1/1/2000,2 x Man DE2842 LE404,1300,Diesel,5000,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1961934/,1961934
602,Azimut Azimut 55 Evolution,Azimut,Azimut 55 Evolution,Power Boat,379000,Not Given,2005,17.5,4.75,1.23,Not Given,Friuli-Venezia Giulia,Italy,1/1/2000,2 x 2005,490,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1961478/,1961478
603,Guy Couach 2200 Fly,Guy,Couach 2200 Fly,Power Boat,320000,Paid / Included,2003,21.85,5.35,2.1,50500,Mar Ligure,Italy,1/1/2000,2 x MTU 12V 183 TE 94,1480,Diesel,8100,4,8,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1960819/,1960819
604,Sunseeker Manhattan 52,Sunseeker,Manhattan 52,Power Boat,440000,Not Paid / Excluded,2009,17.02,4.63,Not Given,Not Given,0,Italy,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1959260/,1959260
605,Raffaelli Kubang,Raffaelli,Kubang,Power Boat,250000,Paid / Included,2008,17.9,4.38,1.2,19600,Mar Tirreno,Italy,1/1/2000,2 x Iveco FPT C13 ENT M77,703,Diesel,1980,3,6,14,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1959197/,1959197
606,Azimut 55 Flybridge,Azimut,55 Flybridge,Power Boat,330000,Paid / Included,2003,17.51,4.75,1.23,Not Given,Tirreno,Italy,1/1/2000,2 x Caterpillar C12,1100,Diesel,2520,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1958163/,1958163
607,Princess V56,Princess,V56,Power Boat,430000,Not Paid / Excluded,2010,17.07,Not Given,Not Given,Not Given,At Request,Italy,1/1/2000,Volvo Penta D13-900,600,Diesel,Not Given,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1866424/,1866424
608,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Italy,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1957502/,1957502
609,Astondoa A 72 Glx,Astondoa,A 72 Glx,Power Boat,389000,Not Given,2000,22.05,5.72,1.55,49000,Sardegna,Italy,1/1/2000,2 x Man,1285,Diesel,4400,4,8,18,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1956540/,1956540
610,Riva 72 Splendida,Riva,72 Splendida,Power Boat,395000,Paid / Included,2000,22.0,5.4,1.2,42800,imperia,Italy,1/1/2000,2 x Man D 2842 LE 404,548,Diesel,4125,3,4,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1952998/,1952998
611,Azimut 68 Plus,Azimut,68 Plus,Power Boat,465000,Paid / Included,2002,21.6,5.4,1.4,40000,Mar Tirreno,Italy,1/1/2000,2 x MTU 12V183TE93,850,Diesel,4800,4,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1952127/,1952127
612,Azimut 55 Hardtop,Azimut,55 Hardtop,Power Boat,390000,Paid / Included,2003,17.51,4.75,1.2,27000,Aprilia Marittima (UD),Italy,1/1/2000,2 x CAT C12A-715,1400,Diesel,2520,3,6,6,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1951296/,1951296
613,Fp-Yachts Jaguar 21 Sport,Fp-Yachts,Jaguar 21 Sport,Power Boat,500000,Not Given,2004,21.48,5.58,Not Given,Not Given,Friuli-Venezia Giulia,Italy,1/1/2000,2 x 2004,900,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1951088/,1951088
614,Riva 59 Mercurius,Riva,59 Mercurius,Power Boat,430000,Paid / Included,2003,18.05,4.75,1.45,30000,Aprilia Marittima (UD),Italy,1/1/2000,2 x MAN D2840LE,Not Given,Diesel,3200,2,4,4,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1949856/,1949856
615,Hatteras 60 Convertible,Hatteras,60 Convertible,Power Boat,345000,Paid / Included,2001,18.95,5.28,1.44,55500,Mar Tirreno,Italy,1/1/2000,2 x Caterpillar 3412E DITA,3670,Diesel,5500,3,6,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1948343/,1948343
616,Ferretti Ferretti 550,Ferretti,Ferretti 550,Power Boat,360000,Not Given,2005,17.37,4.93,1.5,26000,Mar Ligure,Italy,1/1/2000,2 x Man Engine,1100,Diesel,3100,3,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1947331/,1947331
617,Azimut 68S,Azimut,68S,Power Boat,440000,Not Paid / Excluded,2005,21.16,4.95,1.57,32400,Imperia,Italy,1/1/2000,MAN 12v CRM,773,Diesel,3200,3,6,14,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1944788/,1944788
618,Azimut 62 S (2008) 2 X Kabinen Mwst. Be,Azimut,62 S (2008) 2 X Kabinen Mwst. Be,Power Boat,499000,Paid / Included,2008,18.41,4.98,Not Given,Not Given,GENUA / GENOA / GENOVA ITALY,Italy,1/1/2000,2 x CATERPILLAR CAT C18 (1015 MHP),236,Diesel,2700,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1942839/,1942839
619,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,Italy,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1941789/,1941789
620,Leonard 70,Leonard,70,Power Boat,289000,Paid / Included,2003,23.0,5.65,1.7,Not Given,imperia,Italy,1/1/2000,MTU  12V183TE94,1120,Diesel,7000,3,3,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1939541/,1939541
621,Princess Yachts Princess V58,Princess,Yachts Princess V58,Power Boat,495000,Not Given,2007,17.67,4.59,1.13,Not Given,Friuli-Venezia Giulia,Italy,1/1/2000,2 x 2007,860,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1939286/,1939286
622,Conam Conam 60 Wide Body,Conam,Conam 60 Wide Body,Power Boat,259000,Paid / Included,2005,19.8,4.3,1.2,21600,Mar Tirreno,Italy,1/1/2000,2 x Volvo Penta D12-A,870,Diesel,3000,3,6,20,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1939000/,1939000
623,Rizzardi Cr 63 Top Line,Rizzardi,Cr 63 Top Line,Power Boat,360000,Paid / Included,2005,19.1,4.7,1.4,Not Given,High Adriatic Sea,Italy,1/1/2000,MAN V10-1100/D2840 LE423  2 x 1100 HP (2 x 809 kW),1516,Diesel,2900,3,8,16,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1937562/,1937562
624,Sunseeker Predator 75,Sunseeker,Predator 75,Power Boat,460000,Not Given,2001,22.1,5.43,1.5,Not Given,Friuli-Venezia Giulia,Italy,1/1/2000,2 x 2001,150,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1932904/,1932904
625,Raffaelli Amc 22,Raffaelli,Amc 22,Power Boat,345000,Not Given,1997,22.8,5.45,Not Given,Not Given,Friuli-Venezia Giulia,Italy,1/1/2000,2 x 1997,1780,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1932902/,1932902
626,Cn Diano Diano 21 Custom,Cn,Diano Diano 21 Custom,Power Boat,280000,Not Given,1989,22.5,5.5,1.5,Not Given,Friuli-Venezia Giulia,Italy,1/1/2000,2 x 1989,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1932007/,1932007
627,Ferretti Ferretti 620,Ferretti,Ferretti 620,Power Boat,429000,Paid / Included,2004,19.48,5.1,1.58,34500,Mar Ligure,Italy,1/1/2000,2 x Man D2840,1107,Not Given,3500,3,6,18,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1929898/,1929898
628,Azimut Az 55,Azimut,Az 55,Power Boat,390000,Not Given,2003,17.51,4.75,1.2,Not Given,Friuli-Venezia Giulia,Italy,1/1/2000,2 x 2003,1350,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1927517/,1927517
629,Azimut Azimut 62,Azimut,Azimut 62,Power Boat,480000,Paid / Included,2005,19.86,05.05,1.5,26800,Liguria,Italy,1/1/2000,2 x Caterpillar C18,1134,Diesel,3740,3,4,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1927110/,1927110
630,Sunseeker 56,Sunseeker,56,Power Boat,275000,Paid / Included,2001,18.65,4.59,1.3,Not Given,Friuli-Venezia Giulia,Italy,1/1/2000,2 x Caterpillar 3406,Not Given,Not Given,900,3,4,20,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1926753/,1926753
631,Fipa Maiora 20,Fipa,Maiora 20,Power Boat,250000,Not Given,1993,20.8,5.6,Not Given,48000,Toscana,Italy,1/1/2000,2 x MTU 1150,1350,Not Given,7000,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1926697/,1926697
632,Alfamarine Alfamarine 60 Ht,Alfamarine,Alfamarine 60 Ht,Power Boat,399000,Paid / Included,2009,18.96,4.6,1.3,24000,Toscana,Italy,1/1/2000,2 x Man V12 1360,520,Diesel,3300,3,6,16,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1926681/,1926681
633,Ferretti Ferretti 620,Ferretti,Ferretti 620,Power Boat,380000,Paid / Included,2000,18.3,5.25,1.2,40030,Friuli-Venezia Giulia,Italy,1/1/2000,1 x Man V10 CR,30,Not Given,3700,3,6,18,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1926589/,1926589
634,Vz Vz 18 Motor Yacht,Vz,Vz 18 Motor Yacht,Power Boat,335000,Paid / Included,2003,19.6,5.25,1.7,31000,Abruzzo,Italy,1/1/2000,2 x Man D 2840 LE 401,1800,Diesel,3600,4,8,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1926511/,1926511
635,Elegance 57,Elegance,57,Power Boat,269000,Paid / Included,1997,17.4,4.78,1.35,23000,Aprilia Marittima (UD),Italy,1/1/2000,2 x Volvo Penta TAMD 122P - EDC,1050,Diesel,3000,3,6,6,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1919446/,1919446
636,Ferretti Yachts 60 (175),Ferretti,Yachts 60 (175),Power Boat,250000,Paid / Included,1996,18.22,5.1,1.58,Not Given,BARI,Italy,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1918059/,1918059
637,Ferretti Yachts 57,Ferretti,Yachts 57,Power Boat,295000,Paid / Included,2001,17.0,4.93,Not Given,28700,Mare Adriatico,Italy,1/1/2000,None,1220,Diesel,3400,3,3,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1917708/,1917708
638,Aicon Yachts 56 S,Aicon,Yachts 56 S,Power Boat,320000,Paid / Included,2014,17.47,4.88,1.6,28000,Mar Tirreno,Italy,1/1/2000,Caterpillar  C18,550,Not Given,2800,3,3,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1917703/,1917703
639,Ferretti Yachts 590,Ferretti,Yachts 590,Power Boat,360000,Paid / Included,2004,18.33,5.25,Not Given,32500,Mare Adriatico,Italy,1/1/2000,None,850,Diesel,3500,3,3,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1917699/,1917699
640,Princess V58,Princess,V58,Power Boat,349000,Paid / Included,2006,18.19,4.62,1.13,23500,Mare Adriatico,Italy,1/1/2000,Man  D2840LE403,700,Not Given,2591,3,3,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1917698/,1917698
641,Ferretti Yachts 620,Ferretti,Yachts 620,Power Boat,390000,Paid / Included,2000,18.75,5.1,1.57,34500,Mare Adriatico,Italy,1/1/2000,None,1200,Diesel,3500,3,3,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1917695/,1917695
642,Azimut Yachts 62S,Azimut,Yachts 62S,Power Boat,499000,Paid / Included,2008,19.06,4.9,1.53,30720,Mar Tirreno,Italy,1/1/2000,Caterpillar  C18,241,Not Given,2700,2,2,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1917691/,1917691
643,Azimut Yachts 62,Azimut,Yachts 62,Power Boat,499000,Paid / Included,2006,19.7,05.05,1.3,26800,Mare Adriatico,Italy,1/1/2000,Caterpillar  Engine,580,Not Given,3500,3,3,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1917679/,1917679
644,Astondoa Yachts 72 Glx,Astondoa,Yachts 72 Glx,Power Boat,389000,Paid / Included,2000,22.05,5.72,1.55,49000,Mar Tirreno,Italy,1/1/2000,None,1300,Not Given,5700,4,4,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1917668/,1917668
645,Aicon Aicon 56' Fly Bridge,Aicon,Aicon 56' Fly Bridge,Power Boat,340000,Not Given,2007,17.4,4.8,1.4,31540,Toscana,Italy,1/1/2000,1 x Yamaha fourstroke,Not Given,Not Given,2800,3,6,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1913394/,1913394
646,Ferretti Yachts 620 Fly,Ferretti,Yachts 620 Fly,Power Boat,390000,Paid / Included,2000,18.75,5.1,Not Given,31600,High Adriatic Sea,Italy,1/1/2000,MAN  2x1050 cv (2x772 kW),1340,Diesel,3700,3,7,18,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1822338/,1822338
647,Fairline Squadron 58,Fairline,Squadron 58,Power Boat,375000,Paid / Included,2004,19.1,4.98,1.65,35000,Liguria,Italy,1/1/2000,Caterpillar,800,Diesel,2400,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1877475/,1877475
648,Versilcraft Falcon 70,Versilcraft,Falcon 70,Power Boat,250000,Not Given,1989,20.38,5.65,1.5,35000,Mar Ligure,Italy,1/1/2000,2 x MTU 12V 183 TE 93,2000,Diesel,4500,4,8,14,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1876368/,1876368
649,Ferretti Yachts 550,Ferretti,Yachts 550,Power Boat,470000,Not Given,2006,17.37,4.93,1.5,Not Given,.,Italy,1/1/2000,None,610,Diesel,3100,3,3,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1872819/,1872819
650,De Vries Lentsch Classic My,De,Vries Lentsch Classic My,Power Boat,375000,Paid / Included,1938,22.0,4.7,1.8,56000,Contact De Valk Amsterdam,Italy,1/1/2000,2 x gardner,Not Given,Diesel,Not Given,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1871704/,1871704
651,Sunseeker Manhattan 56,Sunseeker,Manhattan 56,Power Boat,250000,Paid / Included,2001,17.8,4.59,1.3,Not Given,Italy,Italy,1/1/2000,2 x Caterpillar,2300,Diesel,2500,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1862820/,1862820
652,Azimut 55 Evolution,Azimut,55 Evolution,Power Boat,440000,Paid / Included,2009,17.5,4.75,1.2,Not Given,Sardinia,Italy,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1858979/,1858979
653,Azimut (It) Azimut 55 Evolution,Azimut,(It) Azimut 55 Evolution,Power Boat,440000,Paid / Included,2009,17.5,4.75,1.2,23677,Italien,Italy,1/1/2000,2 x Caterpillar C12,446,Not Given,2517,4,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1856920/,1856920
654,Benetti 20 M,Benetti,20 M,Power Boat,375000,Paid / Included,1966,20.6,5.1,1.8,54000,Contact De Valk Antibes,Italy,1/1/2000,2 x GM,1500,Diesel,Not Given,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1844457/,1844457
655,Ferretti Yachts 550,Ferretti,Yachts 550,Power Boat,450000,Paid / Included,2006,17.37,4.93,1.5,Not Given,NAPLES,Italy,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1844384/,1844384
656,Dalla Pieta 59,Dalla,Pieta 59,Power Boat,480000,Paid / Included,2007,17.83,4.6,1.24,32300,Lavagna,Italy,1/1/2000,2 x MAN 2 x MAN,Not Given,Diesel,11820,3,3,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1844136/,1844136
657,Alfamarine Alfamarine 60 Hard Top,Alfamarine,Alfamarine 60 Hard Top,Power Boat,395000,Paid / Included,2008,18.96,4.6,Not Given,24000,Toscana,Italy,1/1/2000,2 x Man D2842423,520,Not Given,3500,3,6,16,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1841563/,1841563
658,Camuffo 60,Camuffo,60,Power Boat,350000,Paid / Included,2007,19.0,4.95,1.3,Not Given,Venice,Italy,1/1/2000,Cat M-C 15 ACERT,0,Diesel,3000,3,6,12,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1840438/,1840438
659,Baia Azzurra 63,Baia,Azzurra 63,Power Boat,330000,Paid / Included,2004,18.5,5.0,0.82,Not Given,NAPLES,Italy,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1838950/,1838950
660,Ferretti Ferretti 620,Ferretti,Ferretti 620,Power Boat,390000,Paid / Included,2000,18.77,5.25,1.5,40030,Mar Tirreno,Italy,1/1/2000,1 x Man,520,Diesel,3700,4,7,18,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1829881/,1829881
661,Maiora Maiora 23,Maiora,Maiora 23,Power Boat,400000,Not Given,1994,23.0,5.6,Not Given,Not Given,Friuli-Venezia Giulia,Italy,1/1/2000,2 x 1994,2000,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1829529/,1829529
662,Itama 60,Itama,60,Power Boat,380000,Not Given,2004,18.63,4.82,1.35,Not Given,San Massimo,Italy,1/1/2000,None,Not Given,Diesel,3000,4,5,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1828749/,1828749
663,Fipa Maiora 20,Fipa,Maiora 20,Power Boat,395000,Not Given,1996,20.7,5.6,1.6,Not Given,Friuli-Venezia Giulia,Italy,1/1/2000,2 x 1996,1451,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1827908/,1827908
664,Gianetti Yacht 68 Ht,Gianetti,Yacht 68 Ht,Power Boat,400000,Paid / Included,2008,20.65,5.14,1.4,41200,Mar Tirreno,Italy,1/1/2000,2 x Man V12-1360,750,Diesel,4000,2,4,20,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1824341/,1824341
665,Dalla Pietà Yachts Dp 59' Fly,Dalla,Pietà Yachts Dp 59' Fly,Power Boat,420000,Paid / Included,2007,18.3,4.95,Not Given,31500,South Tyrrenian Sea,Italy,1/1/2000,MAN 2X900 HP,1280,Diesel,2600,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1815620/,1815620
666,Sunseeker Portofino 53,Sunseeker,Portofino 53,Power Boat,385000,Paid / Included,2008,17.35,4.6,Not Given,19277,Italy,Italy,1/1/2000,2 x Man R6 800hp,450,Diesel,1839,3,6,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1809333/,1809333
667,Sunseeker Portofino 53,Sunseeker,Portofino 53,Power Boat,392791,Paid / Included,2007,17.5,4.6,1.22,19300,Lavagna,Italy,1/1/2000,2 x MAN 2 x  R6,Not Given,Diesel,6965,Not Given,4,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1809351/,1809351
668,Aicon 56',Aicon,56',Power Boat,340000,Paid / Included,2008,17.4,4.9,1.4,Not Given,Italy,Italy,1/1/2000,"2 X CAT, 810BHP EACH",Not Given,Not Given,Not Given,4,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1791082/,1791082
669,Princess Yachts V65,Princess,Yachts V65,Power Boat,349000,Paid / Included,2004,20.32,1.35,1.35,58620,North Adriatic,Italy,1/1/2000,2 x Man D284 LE404,1170,Diesel,4100,3,4,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1788586/,1788586
670,Innovazione E Progetti 58,Innovazione,E Progetti 58,Power Boat,450000,Not Paid / Excluded,2019,17.53,4.65,Not Given,Not Given,0,Italy,1/1/2000,None,Not Given,Not Given,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1771726/,1771726
671,Fairline 58 Squadron,Fairline,58 Squadron,Power Boat,315000,Paid / Included,2005,18.85,4.96,1.5,22000,Aprilia Marittima (UD),Italy,1/1/2000,2 x Volvo Penta D12-715,1054,Diesel,2700,3,6,6,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1769439/,1769439
672,Princess V48,Princess,V48,Power Boat,285000,Paid / Included,2009,17.0,04.01,1.3,14000,Sanremo,Italy,1/1/2000,2 x Volvo D9-575,900,Diesel,Not Given,2,4,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1762977/,1762977
673,Rizzardi Cr-73 Ht,Rizzardi,Cr-73 Ht,Power Boat,490000,Paid / Included,2004,21.75,5.6,1.65,36000,Napoli,Italy,1/1/2000,"2x MAN D2842 1,500hp",650,Diesel,4500,4,8,1200,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1758688/,1758688
674,Princess V65,Princess,V65,Power Boat,335000,Paid / Included,2002,19.81,Not Given,Not Given,Not Given,Italy,Italy,1/1/2000,None,Not Given,Diesel,Not Given,Not Given,Not Given,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1743698/,1743698
675,Alalunga 72,Alalunga,72,Power Boat,495000,Not Given,2001,22.2,Not Given,Not Given,Not Given,San Remo,Italy,1/1/2000,None,Not Given,Diesel,Not Given,4,8,Not Given,TheYachtMarket.com,https://theyachtmarket.com/en/boat-for-sale/1735789/,1735789
